"tweet_id","source_user_id","target_user_id"
"880531887126495232","2198753300","138657423"
"880531956479471616","3253008123","300150080"
"880532922276741121","25366619","47285504"
"880533126753075204","295958358","138657423"
"880533148559220737","4543087040","138657423"
"880533148559220737","4543087040","26267610"
"880534353654054912","2608796498","138657423"
"880534625919135744","2818790688","288363743"
"880535749329788928","2853732430","138657423"
"880536393264582656","43175173","138657423"
"880536772287102977","32217472","2166978751"
"880537781289668608","877573030033186816","1367531"
"880537781289668608","877573030033186816","17296100"
"880538076564553730","828005474201112576","158696504"
"880538699100028928","2270694806","2858533652"
"880538881816502274","130215899","20707070"
"880538881816502274","130215899","115172311"
"880538881816502274","130215899","807095"
"880538982139838464","2897980002","759251"
"880634807604043776","626113598","17494010"
"880634823517274114","2391634459","2430747229"
"880635626307035136","3267356491","863066468983996417"
"880635626307035136","3267356491","27187343"
"880636929812963328","589927030","2182926994"
"880639968191946753","318845087","207601941"
"880645278839128064","3184528398","3184528398"
"880646304795418624","375511484","3184528398"
"880651695486898176","3432023037","3145015988"
"880652927563595777","366900988","123705914"
"880652927563595777","366900988","3044790431"
"880653179393802240","19698764","174451720"
"880654420844957697","4239460572","25073877"
"880656748624924673","308838828","123705914"
"880656748624924673","308838828","3044790431"
"880659771677962241","850869868874170368","2406951937"
"880660191037050880","431109236","14216661"
"880660399523332096","141750152","11134252"
"880660577458192384","3398229759","777468596"
"880660590074712064","763585552385925120","800938005682798592"
"880660590074712064","763585552385925120","17104546"
"880660590074712064","763585552385925120","31403779"
"880660590074712064","763585552385925120","617646369"
"880660590074712064","763585552385925120","1687191703"
"880660590074712064","763585552385925120","3223426134"
"880661632329940997","800938005682798592","800938005682798592"
"880661632329940997","800938005682798592","17104546"
"880661632329940997","800938005682798592","31403779"
"880661632329940997","800938005682798592","617646369"
"880661632329940997","800938005682798592","1687191703"
"880661632329940997","800938005682798592","3223426134"
"880666261360971776","1133548836","541770114"
"880666261360971776","1133548836","838848159048744960"
"880666261360971776","1133548836","733614417057742848"
"880666261360971776","1133548836","39453212"
"880666261360971776","1133548836","2795880347"
"880667522034479104","438647985","11134252"
"880667627085082624","2795880347","541770114"
"880667627085082624","2795880347","838848159048744960"
"880667627085082624","2795880347","733614417057742848"
"880667627085082624","2795880347","39453212"
"880667627085082624","2795880347","2795880347"
"880669003789848578","753921890322829313","541770114"
"880669003789848578","753921890322829313","838848159048744960"
"880669003789848578","753921890322829313","733614417057742848"
"880669003789848578","753921890322829313","39453212"
"880669003789848578","753921890322829313","2795880347"
"880676703919648769","807234670811287552","15012486"
"880680356059459584","3090573899","885080898"
"880680356059459584","3090573899","3067832017"
"880682202467627008","831156874108080130","26766589"
"880682202467627008","831156874108080130","831156874108080130"
"880685295963967488","880678924296105984","136733997"
"880686197584080896","86917686","26766589"
"880686197584080896","86917686","831156874108080130"
"880688248560943104","142131730","1917731"
"880688248560943104","142131730","173591614"
"880688248560943104","142131730","15012486"
"880694546581114880","49709041","400053935"
"880700887370522624","2449159034","136733997"
"880700887370522624","2449159034","129712915"
"880752637884461056","2973033136","302517081"
"880752637884461056","2973033136","565660424"
"880754182696955904","381971674","11134252"
"880754534309535744","707483246108389376","16213404"
"880754534309535744","707483246108389376","60483082"
"880754569311027200","800024640496209921","25073877"
"880754692229177347","707483246108389376","16213404"
"880754692229177347","707483246108389376","60483082"
"880758173291999236","58128948","23620357"
"880758173291999236","58128948","29407288"
"880758440251056128","23620357","23620357"
"880758440251056128","23620357","29407288"
"880758699576487936","2903119487","1367531"
"880758699576487936","2903119487","150799669"
"880758726726176768","2471871","23620357"
"880758726726176768","2471871","29407288"
"880759260774313985","1631271487","11134252"
"880759912225280001","843800229916884993","18915145"
"880761933057724416","29407288","23620357"
"880761933057724416","29407288","29407288"
"880762726804541440","41601483","23620357"
"880762726804541440","41601483","29407288"
"880763495045836801","1500488462","23620357"
"880763495045836801","1500488462","29407288"
"880763935565246464","41584867","23620357"
"880763935565246464","41584867","29407288"
"880767350475247616","217063950","23620357"
"880767350475247616","217063950","29407288"
"880767963116294144","16971495","25073877"
"880769125890625536","2911304737","47285504"
"880769211844481025","834164058970550273","143720510"
"880769211844481025","834164058970550273","712406700087574528"
"880769829208113155","360414152","43283406"
"880769876918497281","3232042573","22522178"
"880770697123049473","822036893516910593","759251"
"880770697123049473","822036893516910593","3108351"
"880770697123049473","822036893516910593","807095"
"880772451835166722","867189860745920512","23116280"
"880772716353212417","42924313","23620357"
"880772716353212417","42924313","29407288"
"880776455252258816","1096757522","23620357"
"880776455252258816","1096757522","29407288"
"880776816386080768","202703145","23620357"
"880776816386080768","202703145","29407288"
"880777702533349377","829494733160321024","875400475876765696"
"880777702533349377","829494733160321024","70469623"
"880777702533349377","829494733160321024","14529929"
"880778366651072514","1513936188","701479764301901824"
"880778366651072514","1513936188","875686002689486848"
"880780697505591296","563581766","4425389415"
"880780697505591296","563581766","58190140"
"880780697505591296","563581766","750660909098565633"
"880781181691801600","4278861598","4425389415"
"880781181691801600","4278861598","58190140"
"880781181691801600","4278861598","750660909098565633"
"880781786178912257","759066553442721796","731215232782241792"
"880782227289788417","4425389415","4425389415"
"880782227289788417","4425389415","58190140"
"880782227289788417","4425389415","750660909098565633"
"880782434735882240","863507536003117056","2305566829"
"880782878426230785","861208592661327872","2305566829"
"880783017287061504","755495536346689536","15436633"
"880783461513953282","763787984042807296","2858533652"
"880784666646761473","47922473","11134252"
"880786415755423744","19103846","136733997"
"880787186756591619","35584661","21447363"
"880876845201272833","26267610","138657423"
"880877702189907968","26267610","138657423"
"880877702189907968","26267610","26267610"
"880958135044902913","272197257","42562471"
"880958135044902913","272197257","3108351"
"880961625603420160","2212669170","1080836107"
"880961625603420160","2212669170","1357372813"
"880961625603420160","2212669170","46078438"
"880962044702445572","4080277872","2846168402"
"880962044702445572","4080277872","18839785"
"880962044702445572","4080277872","57371867"
"880962044702445572","4080277872","2541363451"
"880962044702445572","4080277872","2250310495"
"880962044702445572","4080277872","2266061442"
"880962044702445572","4080277872","2258575220"
"880962044702445572","4080277872","1919979385"
"880962044702445572","4080277872","2266334334"
"880962062930903040","4080277872","2846168402"
"880962062930903040","4080277872","18839785"
"880962062930903040","4080277872","57371867"
"880962062930903040","4080277872","2541363451"
"880962062930903040","4080277872","2250310495"
"880962062930903040","4080277872","2266061442"
"880962062930903040","4080277872","2258575220"
"880962062930903040","4080277872","1919979385"
"880962062930903040","4080277872","2266334334"
"880962137967005696","227358987","23376809"
"880962137967005696","227358987","153907896"
"880964115149312000","2262318122","2414059400"
"880964115149312000","2262318122","57371867"
"880964115149312000","2262318122","471741741"
"880965140459302912","3019454875","2414059400"
"880965140459302912","3019454875","57371867"
"880965140459302912","3019454875","471741741"
"880965248538300420","4865775916","807095"
"880965253432975360","1199332328","331167590"
"880965467552137216","2471057382","2414059400"
"880965467552137216","2471057382","57371867"
"880965467552137216","2471057382","471741741"
"880965535848030209","108333997","2858533652"
"880965680765345792","2471057382","716096097358209024"
"880965680765345792","2471057382","2289302390"
"880965680765345792","2471057382","57371867"
"880965680765345792","2471057382","3746459713"
"880965680765345792","2471057382","2288375796"
"880965680765345792","2471057382","2846168402"
"880965680765345792","2471057382","2232830601"
"880965680765345792","2471057382","2459607017"
"880965680765345792","2471057382","2266334334"
"880965721756389376","2672912880","2414059400"
"880965721756389376","2672912880","57371867"
"880965721756389376","2672912880","471741741"
"880966137768550400","547461296","547461296"
"880966419155795968","820696625903349760","192099471"
"880966419155795968","820696625903349760","708449634"
"880967202631032832","740349707013095424","3066172351"
"880967418755121152","950374716","76641627"
"880967758401478656","4017839363","14173315"
"880967985221042176","2251109557","2524293265"
"880967985221042176","2251109557","471741741"
"880967985221042176","2251109557","18839785"
"880968010743283712","2251109557","2524293265"
"880968010743283712","2251109557","471741741"
"880968010743283712","2251109557","18839785"
"880968057346289664","28848768","196168350"
"880968301244850177","2672912880","2524293265"
"880968301244850177","2672912880","471741741"
"880968301244850177","2672912880","18839785"
"880969008497004545","3247487918","2524293265"
"880969008497004545","3247487918","471741741"
"880969008497004545","3247487918","18839785"
"880969065854107649","807830099655557120","2524293265"
"880969065854107649","807830099655557120","471741741"
"880969065854107649","807830099655557120","18839785"
"880969235068997632","2580055999","2846168402"
"880969235068997632","2580055999","18839785"
"880969235068997632","2580055999","57371867"
"880969235068997632","2580055999","2541363451"
"880969235068997632","2580055999","2250310495"
"880969235068997632","2580055999","2266061442"
"880969235068997632","2580055999","2258575220"
"880969235068997632","2580055999","1919979385"
"880969235068997632","2580055999","2266334334"
"880969463356698624","2311557234","2524293265"
"880969463356698624","2311557234","471741741"
"880969463356698624","2311557234","18839785"
"880969617652449280","841158985952710656","2524293265"
"880969617652449280","841158985952710656","471741741"
"880969617652449280","841158985952710656","18839785"
"880969676729221120","839807524996001793","2524293265"
"880969676729221120","839807524996001793","471741741"
"880969676729221120","839807524996001793","18839785"
"880970178250629120","2237479926","2846168402"
"880970178250629120","2237479926","18839785"
"880970178250629120","2237479926","57371867"
"880970178250629120","2237479926","2541363451"
"880970178250629120","2237479926","2250310495"
"880970178250629120","2237479926","2266061442"
"880970178250629120","2237479926","2258575220"
"880970178250629120","2237479926","1919979385"
"880970178250629120","2237479926","2266334334"
"880970524343640064","2262318122","2524293265"
"880970524343640064","2262318122","471741741"
"880970524343640064","2262318122","18839785"
"880971230052057089","2270002188","2846168402"
"880971230052057089","2270002188","18839785"
"880971230052057089","2270002188","57371867"
"880971230052057089","2270002188","2541363451"
"880971230052057089","2270002188","2250310495"
"880971230052057089","2270002188","2266061442"
"880971230052057089","2270002188","2258575220"
"880971230052057089","2270002188","1919979385"
"880971230052057089","2270002188","2266334334"
"880971331394600960","4731963150","2524293265"
"880971331394600960","4731963150","471741741"
"880971331394600960","4731963150","18839785"
"880971523867201536","880537303353090049","18001922"
"880971850964058117","4731963150","2414059400"
"880971850964058117","4731963150","57371867"
"880971850964058117","4731963150","471741741"
"880972898017693699","3184082948","2846168402"
"880972898017693699","3184082948","18839785"
"880972898017693699","3184082948","57371867"
"880972898017693699","3184082948","2541363451"
"880972898017693699","3184082948","2250310495"
"880972898017693699","3184082948","2266061442"
"880972898017693699","3184082948","2258575220"
"880972898017693699","3184082948","1919979385"
"880972898017693699","3184082948","2266334334"
"880973722647056384","233020090","196168350"
"880974749299494913","797201639795032064","22703645"
"880974749299494913","797201639795032064","4529102856"
"880974749299494913","797201639795032064","110840720"
"880976049236058112","795174757561933824","2524293265"
"880976049236058112","795174757561933824","471741741"
"880976049236058112","795174757561933824","18839785"
"880978247206313984","4543087040","138657423"
"880978443747246080","2733472154","2524293265"
"880978443747246080","2733472154","471741741"
"880978443747246080","2733472154","18839785"
"880979547159752705","4067796618","2846168402"
"880979547159752705","4067796618","18839785"
"880979547159752705","4067796618","57371867"
"880979547159752705","4067796618","2541363451"
"880979547159752705","4067796618","2250310495"
"880979547159752705","4067796618","2266061442"
"880979547159752705","4067796618","2258575220"
"880979547159752705","4067796618","1919979385"
"880979547159752705","4067796618","2266334334"
"880979550544572416","2962781306","2846168402"
"880979550544572416","2962781306","18839785"
"880979550544572416","2962781306","57371867"
"880979550544572416","2962781306","2541363451"
"880979550544572416","2962781306","2250310495"
"880979550544572416","2962781306","2266061442"
"880979550544572416","2962781306","2258575220"
"880979550544572416","2962781306","1919979385"
"880979550544572416","2962781306","2266334334"
"880979708065828864","716296093697314817","345026344"
"880979711689723905","2960633369","14377605"
"880981017900838912","2962781306","2524293265"
"880981017900838912","2962781306","471741741"
"880981017900838912","2962781306","18839785"
"880982447663566848","754203356332044289","2846168402"
"880982447663566848","754203356332044289","18839785"
"880982447663566848","754203356332044289","57371867"
"880982447663566848","754203356332044289","2541363451"
"880982447663566848","754203356332044289","2250310495"
"880982447663566848","754203356332044289","2266061442"
"880982447663566848","754203356332044289","2258575220"
"880982447663566848","754203356332044289","1919979385"
"880982447663566848","754203356332044289","2266334334"
"880983085554122752","2810912119","2414059400"
"880983085554122752","2810912119","57371867"
"880983085554122752","2810912119","471741741"
"880983458540961794","2275030823","2414059400"
"880983458540961794","2275030823","57371867"
"880983458540961794","2275030823","471741741"
"880984147182985216","612016642","2309156352"
"880984147182985216","612016642","308560452"
"880984206767267843","880815134050070528","2414059400"
"880984206767267843","880815134050070528","57371867"
"880984206767267843","880815134050070528","471741741"
"880985094747332610","2283565086","2524293265"
"880985094747332610","2283565086","471741741"
"880985094747332610","2283565086","18839785"
"880986363558076416","726083713809809408","2846168402"
"880986363558076416","726083713809809408","18839785"
"880986363558076416","726083713809809408","57371867"
"880986363558076416","726083713809809408","2541363451"
"880986363558076416","726083713809809408","2250310495"
"880986363558076416","726083713809809408","2266061442"
"880986363558076416","726083713809809408","2258575220"
"880986363558076416","726083713809809408","1919979385"
"880986363558076416","726083713809809408","2266334334"
"880990528963215362","878955812756086784","2536559845"
"880991113376661504","3247487918","2414059400"
"880991113376661504","3247487918","57371867"
"880991113376661504","3247487918","471741741"
"880991373788418048","3755280870","880220571346366464"
"880991373788418048","3755280870","2587240482"
"880991373788418048","3755280870","3437532637"
"880991373788418048","3755280870","18839785"
"880991373788418048","3755280870","471741741"
"880991373788418048","3755280870","2183816041"
"880991391173804034","3755280870","880220571346366464"
"880991391173804034","3755280870","2587240482"
"880991391173804034","3755280870","3437532637"
"880991391173804034","3755280870","18839785"
"880991391173804034","3755280870","471741741"
"880991391173804034","3755280870","2183816041"
"880991495179960320","877406164157378560","2414059400"
"880991495179960320","877406164157378560","57371867"
"880991495179960320","877406164157378560","471741741"
"880993088612835328","4067796618","2414059400"
"880993088612835328","4067796618","57371867"
"880993088612835328","4067796618","471741741"
"880993218380283905","876352597086486530","3304341259"
"880993218380283905","876352597086486530","57371867"
"880993218380283905","876352597086486530","2919390704"
"880993218380283905","876352597086486530","2574232910"
"880993218380283905","876352597086486530","207809313"
"880993218380283905","876352597086486530","2898653137"
"880993218380283905","876352597086486530","2155046082"
"880993218380283905","876352597086486530","1287883189"
"880993218380283905","876352597086486530","3299097415"
"880993316782911488","880250648352223232","2524293265"
"880993316782911488","880250648352223232","471741741"
"880993316782911488","880250648352223232","18839785"
"880993330896805889","880250648352223232","2846168402"
"880993330896805889","880250648352223232","18839785"
"880993330896805889","880250648352223232","57371867"
"880993330896805889","880250648352223232","2541363451"
"880993330896805889","880250648352223232","2250310495"
"880993330896805889","880250648352223232","2266061442"
"880993330896805889","880250648352223232","2258575220"
"880993330896805889","880250648352223232","1919979385"
"880993330896805889","880250648352223232","2266334334"
"880993785085280256","876352597086486530","1287883189"
"880993785085280256","876352597086486530","57371867"
"880994007165288448","876352597086486530","4646716632"
"880994007165288448","876352597086486530","3301755916"
"880994007165288448","876352597086486530","57371867"
"880994007165288448","876352597086486530","2274324726"
"880994249226936320","876352597086486530","2818104212"
"880994249226936320","876352597086486530","57371867"
"880994249226936320","876352597086486530","863939284860108800"
"880994249226936320","876352597086486530","234845339"
"880994249226936320","876352597086486530","1940485112"
"880994249226936320","876352597086486530","1420127028"
"880994249226936320","876352597086486530","60975601"
"880994332286701568","876352597086486530","461920144"
"880994332286701568","876352597086486530","57371867"
"880994332286701568","876352597086486530","4743651972"
"880994332286701568","876352597086486530","3251425094"
"880994332286701568","876352597086486530","1642669674"
"880994332286701568","876352597086486530","391901721"
"880994332286701568","876352597086486530","2414059400"
"880994332286701568","876352597086486530","755271973278711808"
"880994413895274498","876352597086486530","2414059400"
"880994413895274498","876352597086486530","57371867"
"880994413895274498","876352597086486530","471741741"
"880994554723225600","876352597086486530","1223626566"
"880994554723225600","876352597086486530","57371867"
"880994554723225600","876352597086486530","627355202"
"880994588894167041","876352597086486530","1223626566"
"880994588894167041","876352597086486530","57371867"
"880994588894167041","876352597086486530","627355202"
"880994773066072064","876352597086486530","3299097415"
"880994773066072064","876352597086486530","57371867"
"880994773066072064","876352597086486530","2155046082"
"880994773066072064","876352597086486530","3304341259"
"880994773066072064","876352597086486530","723548678363865089"
"880994773066072064","876352597086486530","3004447166"
"880994773066072064","876352597086486530","1287883189"
"880994773066072064","876352597086486530","3301755916"
"880994826833055749","861105702395420672","716096097358209024"
"880994826833055749","861105702395420672","2289302390"
"880994826833055749","861105702395420672","57371867"
"880994826833055749","861105702395420672","3746459713"
"880994826833055749","861105702395420672","2288375796"
"880994826833055749","861105702395420672","2846168402"
"880994826833055749","861105702395420672","2232830601"
"880994826833055749","861105702395420672","2459607017"
"880994826833055749","861105702395420672","2266334334"
"880995077702770688","2743357989","2818104212"
"880995077702770688","2743357989","57371867"
"880995077702770688","2743357989","863939284860108800"
"880995077702770688","2743357989","234845339"
"880995077702770688","2743357989","1940485112"
"880995077702770688","2743357989","1420127028"
"880995077702770688","2743357989","60975601"
"880995711172595712","876352597086486530","1420127028"
"880995711172595712","876352597086486530","57371867"
"880996025464348672","876352597086486530","57371867"
"880996097195261953","876352597086486530","2414059400"
"880996097195261953","876352597086486530","57371867"
"880996097195261953","876352597086486530","471741741"
"880996132763062272","876352597086486530","461920144"
"880996132763062272","876352597086486530","57371867"
"880996132763062272","876352597086486530","4743651972"
"880996132763062272","876352597086486530","3251425094"
"880996132763062272","876352597086486530","1642669674"
"880996132763062272","876352597086486530","391901721"
"880996132763062272","876352597086486530","2414059400"
"880996132763062272","876352597086486530","755271973278711808"
"880996482530373632","2743357989","3304341259"
"880996482530373632","2743357989","57371867"
"880996482530373632","2743357989","2919390704"
"880996482530373632","2743357989","2574232910"
"880996482530373632","2743357989","207809313"
"880996482530373632","2743357989","2898653137"
"880996482530373632","2743357989","2155046082"
"880996482530373632","2743357989","1287883189"
"880996482530373632","2743357989","3299097415"
"880996622037135362","3693812235","759251"
"880996751888404480","3224655230","3247487918"
"880996751888404480","3224655230","461920144"
"880996751888404480","3224655230","57371867"
"880996751888404480","3224655230","4743651972"
"880996751888404480","3224655230","3251425094"
"880996751888404480","3224655230","1642669674"
"880996751888404480","3224655230","391901721"
"880996751888404480","3224655230","2414059400"
"880997982610575360","807830099655557120","2414059400"
"880997982610575360","807830099655557120","57371867"
"880997982610575360","807830099655557120","471741741"
"880998853184561154","2962781306","3247487918"
"880998853184561154","2962781306","461920144"
"880998853184561154","2962781306","57371867"
"880998853184561154","2962781306","4743651972"
"880998853184561154","2962781306","3251425094"
"880998853184561154","2962781306","1642669674"
"880998853184561154","2962781306","391901721"
"880998853184561154","2962781306","2414059400"
"880999105333522432","813756095743332353","2414059400"
"880999105333522432","813756095743332353","57371867"
"880999105333522432","813756095743332353","471741741"
"880999420971671556","2962781306","2251109557"
"880999420971671556","2962781306","2524293265"
"880999420971671556","2962781306","471741741"
"880999420971671556","2962781306","18839785"
"880999898962964480","3016852926","3247487918"
"880999898962964480","3016852926","461920144"
"880999898962964480","3016852926","57371867"
"880999898962964480","3016852926","4743651972"
"880999898962964480","3016852926","3251425094"
"880999898962964480","3016852926","1642669674"
"880999898962964480","3016852926","391901721"
"880999898962964480","3016852926","2414059400"
"881000141443874817","872134281258082304","3247487918"
"881000141443874817","872134281258082304","461920144"
"881000141443874817","872134281258082304","57371867"
"881000141443874817","872134281258082304","4743651972"
"881000141443874817","872134281258082304","3251425094"
"881000141443874817","872134281258082304","1642669674"
"881000141443874817","872134281258082304","391901721"
"881000141443874817","872134281258082304","2414059400"
"881000370696327169","3016852926","716096097358209024"
"881000370696327169","3016852926","2289302390"
"881000370696327169","3016852926","57371867"
"881000370696327169","3016852926","3746459713"
"881000370696327169","3016852926","2288375796"
"881000370696327169","3016852926","2846168402"
"881000370696327169","3016852926","2232830601"
"881000370696327169","3016852926","2459607017"
"881000370696327169","3016852926","2266334334"
"881000750951915520","831505845527728128","3247487918"
"881000750951915520","831505845527728128","461920144"
"881000750951915520","831505845527728128","57371867"
"881000750951915520","831505845527728128","4743651972"
"881000750951915520","831505845527728128","3251425094"
"881000750951915520","831505845527728128","1642669674"
"881000750951915520","831505845527728128","391901721"
"881000750951915520","831505845527728128","2414059400"
"881000836238671872","934322036","2524293265"
"881000836238671872","934322036","471741741"
"881000836238671872","934322036","18839785"
"881000992933904384","24782405","34371172"
"881001653263978496","594100783","11134252"
"881002199597371393","831505845527728128","2414059400"
"881002199597371393","831505845527728128","57371867"
"881002199597371393","831505845527728128","471741741"
"881002584097644544","537827265","10228272"
"881003091235098624","2260815384","2524293265"
"881003091235098624","2260815384","471741741"
"881003091235098624","2260815384","18839785"
"881003328901046272","859307314909556737","2923148108"
"881003895232712704","2857756470","1955971434"
"881003895232712704","2857756470","1916302158"
"881003895232712704","2857756470","3635607793"
"881004011352186880","342694881","3247487918"
"881004011352186880","342694881","461920144"
"881004011352186880","342694881","57371867"
"881004011352186880","342694881","4743651972"
"881004011352186880","342694881","3251425094"
"881004011352186880","342694881","1642669674"
"881004011352186880","342694881","391901721"
"881004011352186880","342694881","2414059400"
"881004076879806464","754203356332044289","1223626566"
"881004076879806464","754203356332044289","57371867"
"881004076879806464","754203356332044289","627355202"
"881004102255300608","754203356332044289","1223626566"
"881004102255300608","754203356332044289","57371867"
"881004102255300608","754203356332044289","627355202"
"881004442463502336","2857756470","4067796618"
"881004442463502336","2857756470","627228307"
"881004483429400577","1191083131","10228272"
"881006078690983936","3951161428","11134252"
"881006577192493056","834648620951498752","956894664"
"881006577192493056","834648620951498752","161335481"
"881008207476305920","2280955584","1330375297"
"881011496049881088","1284745723","1367531"
"881013479410421760","880250648352223232","956894664"
"881013479410421760","880250648352223232","161335481"
"881015504734912516","2246104636","874376292132503552"
"881015504734912516","2246104636","3260518932"
"881016391695908864","270671617","618387795"
"881018103676772353","4357952300","2846168402"
"881018103676772353","4357952300","18839785"
"881018103676772353","4357952300","57371867"
"881018103676772353","4357952300","2541363451"
"881018103676772353","4357952300","2250310495"
"881018103676772353","4357952300","2266061442"
"881018103676772353","4357952300","2258575220"
"881018103676772353","4357952300","1919979385"
"881018103676772353","4357952300","2266334334"
"881018159310004224","3240384859","2284989525"
"881018213194055681","115694587","11134252"
"881021092449669120","868715753960226816","10228272"
"881022051791904769","3198701972","2846168402"
"881022051791904769","3198701972","18839785"
"881022051791904769","3198701972","57371867"
"881022051791904769","3198701972","2541363451"
"881022051791904769","3198701972","2250310495"
"881022051791904769","3198701972","2266061442"
"881022051791904769","3198701972","2258575220"
"881022051791904769","3198701972","1919979385"
"881022051791904769","3198701972","2266334334"
"881022071626706944","316970099","34371172"
"881022395028516864","47670643","2322411559"
"881022395028516864","47670643","15220768"
"881022718044381187","849353300860444672","175986326"
"881023560432717824","47670643","2322411559"
"881023560432717824","47670643","15220768"
"881025049733599232","826292605809987584","3247487918"
"881025049733599232","826292605809987584","461920144"
"881025049733599232","826292605809987584","57371867"
"881025049733599232","826292605809987584","4743651972"
"881025049733599232","826292605809987584","3251425094"
"881025049733599232","826292605809987584","1642669674"
"881025049733599232","826292605809987584","391901721"
"881025049733599232","826292605809987584","2414059400"
"881025362498646016","428979873","1367531"
"881027484409487360","764663259886563328","755526466943713281"
"881027484409487360","764663259886563328","275201260"
"881027484409487360","764663259886563328","859254355161231360"
"881027484409487360","764663259886563328","427156055"
"881029620304191490","3038179176","2846168402"
"881029620304191490","3038179176","18839785"
"881029620304191490","3038179176","57371867"
"881029620304191490","3038179176","2541363451"
"881029620304191490","3038179176","2250310495"
"881029620304191490","3038179176","2266061442"
"881029620304191490","3038179176","2258575220"
"881029620304191490","3038179176","1919979385"
"881029620304191490","3038179176","2266334334"
"881029886642487296","817063821600694272","2796853135"
"881030701931536384","4756217449","3247487918"
"881030701931536384","4756217449","461920144"
"881030701931536384","4756217449","57371867"
"881030701931536384","4756217449","4743651972"
"881030701931536384","4756217449","3251425094"
"881030701931536384","4756217449","1642669674"
"881030701931536384","4756217449","391901721"
"881030701931536384","4756217449","2414059400"
"881033324461826048","2163028076","232699127"
"881035749730250752","183311554","23640024"
"881037286556684288","3249483152","716096097358209024"
"881037286556684288","3249483152","2289302390"
"881037286556684288","3249483152","57371867"
"881037286556684288","3249483152","3746459713"
"881037286556684288","3249483152","2288375796"
"881037286556684288","3249483152","2846168402"
"881037286556684288","3249483152","2232830601"
"881037286556684288","3249483152","2459607017"
"881037286556684288","3249483152","2266334334"
"881040327129288704","2251109557","2251109557"
"881040327129288704","2251109557","2524293265"
"881040327129288704","2251109557","471741741"
"881040327129288704","2251109557","18839785"
"881041204380434432","724247566766858240","2846168402"
"881041204380434432","724247566766858240","18839785"
"881041204380434432","724247566766858240","57371867"
"881041204380434432","724247566766858240","2541363451"
"881041204380434432","724247566766858240","2250310495"
"881041204380434432","724247566766858240","2266061442"
"881041204380434432","724247566766858240","2258575220"
"881041204380434432","724247566766858240","1919979385"
"881041204380434432","724247566766858240","2266334334"
"881041368843288577","402797989","1367531"
"881041639157907456","91405843","38958722"
"881041639157907456","91405843","4776334706"
"881041639157907456","91405843","118845216"
"881041639157907456","91405843","861564422900330498"
"881041639157907456","91405843","25073877"
